11/24/14,1000,book=book1,cpy=cpy1
11/24/14,1001,book=book1,cpy=cpy2
11/24/14,1002,book=book1,cpy=cpy3
11/24/14,1003,book=book2,cpy=cpy1
11/24/14,1004,book=book2,cpy=cpy2
11/24/14,1005,book=book2,cpy=cpy3
11/24/14,1006,book=book3,cpy=cpy1
11/24/14,1007,book=book3,cpy=cpy2
11/24/14,1008,book=book3,cpy=cpy3
11/24/14,1009,book=book4,cpy=cpy1
11/24/14,1010,book=book4,cpy=cpy2
11/24/14,1011,book=book4,cpy=cpy3
11/24/14,1012,book=book1,cpy=cpy1
11/24/14,1013,book=book1,cpy=cpy2
11/24/14,1014,book=book1,cpy=cpy3
11/24/14,1015,book=book2,cpy=cpy1
11/24/14,1016,book=book2,cpy=cpy2
11/24/14,1017,book=book2,cpy=cpy3
11/24/14,1018,book=book3,cpy=cpy1
11/24/14,1019,book=book3,cpy=cpy2
11/24/14,1020,book=book3,cpy=cpy3
11/24/14,1021,book=book4,cpy=cpy1
11/24/14,1022,book=book4,cpy=cpy2
11/24/14,1023,book=book4,cpy=cpy3
11/24/14,1024,book=book1,cpy=cpy1
11/24/14,1025,book=book1,cpy=cpy2
11/24/14,1026,book=book1,cpy=cpy3
11/24/14,1027,book=book2,cpy=cpy1
11/24/14,1028,book=book2,cpy=cpy2
11/24/14,1029,book=book2,cpy=cpy3
11/24/14,1030,book=book3,cpy=cpy1
11/24/14,1031,book=book3,cpy=cpy2
11/24/14,1032,book=book3,cpy=cpy3
11/24/14,1033,book=book4,cpy=cpy1
11/24/14,1034,book=book4,cpy=cpy2
11/24/14,1035,book=book4,cpy=cpy3
11/24/14,1036,book=book1,cpy=cpy1
11/24/14,1037,book=book1,cpy=cpy2
11/24/14,1038,book=book1,cpy=cpy3
11/24/14,1039,book=book2,cpy=cpy1
11/24/14,1040,book=book2,cpy=cpy2
11/24/14,1041,book=book2,cpy=cpy3
11/24/14,1042,book=book3,cpy=cpy1
11/24/14,1043,book=book3,cpy=cpy2
11/24/14,1044,book=book3,cpy=cpy3
11/24/14,1045,book=book4,cpy=cpy1
11/24/14,1046,book=book4,cpy=cpy2
11/24/14,1047,book=book4,cpy=cpy3
11/24/14,1048,book=book1,cpy=cpy1
11/24/14,1049,book=book1,cpy=cpy2
11/24/14,1050,book=book1,cpy=cpy3
11/24/14,1051,book=book2,cpy=cpy1
11/24/14,1052,book=book2,cpy=cpy2
11/24/14,1053,book=book2,cpy=cpy3
11/24/14,1054,book=book3,cpy=cpy1
11/24/14,1055,book=book3,cpy=cpy2
11/24/14,1056,book=book3,cpy=cpy3
11/24/14,1057,book=book4,cpy=cpy1
11/24/14,1058,book=book4,cpy=cpy2
11/24/14,1059,book=book4,cpy=cpy3
11/24/14,1060,book=book1,cpy=cpy1
11/24/14,1061,book=book1,cpy=cpy2
11/24/14,1062,book=book1,cpy=cpy3
11/24/14,1063,book=book2,cpy=cpy1
11/24/14,1064,book=book2,cpy=cpy2
11/24/14,1065,book=book2,cpy=cpy3
11/24/14,1066,book=book3,cpy=cpy1
11/24/14,1067,book=book3,cpy=cpy2
11/24/14,1068,book=book3,cpy=cpy3
11/24/14,1069,book=book4,cpy=cpy1
11/24/14,1070,book=book4,cpy=cpy2
11/24/14,1071,book=book4,cpy=cpy3
11/24/14,1072,book=book1,cpy=cpy1
11/24/14,1073,book=book1,cpy=cpy2
11/24/14,1074,book=book1,cpy=cpy3
11/24/14,1075,book=book2,cpy=cpy1
11/24/14,1076,book=book2,cpy=cpy2
11/24/14,1077,book=book2,cpy=cpy3
11/24/14,1078,book=book3,cpy=cpy1
11/24/14,1079,book=book3,cpy=cpy2
11/24/14,1080,book=book3,cpy=cpy3
11/24/14,1081,book=book4,cpy=cpy1
11/24/14,1082,book=book4,cpy=cpy2
11/24/14,1083,book=book4,cpy=cpy3
11/24/14,1084,book=book1,cpy=cpy1
11/24/14,1085,book=book1,cpy=cpy2
11/24/14,1086,book=book1,cpy=cpy3
11/24/14,1087,book=book2,cpy=cpy1
11/24/14,1088,book=book2,cpy=cpy2
11/24/14,1089,book=book2,cpy=cpy3
11/24/14,1090,book=book3,cpy=cpy1
11/24/14,1091,book=book3,cpy=cpy2
11/24/14,1092,book=book3,cpy=cpy3
11/24/14,1093,book=book4,cpy=cpy1
11/24/14,1094,book=book4,cpy=cpy2
11/24/14,1095,book=book4,cpy=cpy3
11/24/14,1096,book=book1,cpy=cpy1
11/24/14,1097,book=book1,cpy=cpy2
11/24/14,1098,book=book1,cpy=cpy3
11/24/14,1099,book=book2,cpy=cpy1
11/24/14,1100,book=book1,cpy=cpy1
11/24/14,1101,book=book1,cpy=cpy2
11/24/14,1102,book=book1,cpy=cpy3
11/24/14,1103,book=book2,cpy=cpy1
11/24/14,1104,book=book2,cpy=cpy2
11/24/14,1105,book=book2,cpy=cpy3
11/24/14,1106,book=book3,cpy=cpy1
11/24/14,1107,book=book3,cpy=cpy2
11/24/14,1108,book=book3,cpy=cpy3
11/24/14,1109,book=book4,cpy=cpy1
11/24/14,1110,book=book4,cpy=cpy2
11/24/14,1111,book=book4,cpy=cpy3
11/24/14,1112,book=book1,cpy=cpy1
11/24/14,1113,book=book1,cpy=cpy2
11/24/14,1114,book=book1,cpy=cpy3
11/24/14,1115,book=book2,cpy=cpy1
11/24/14,1116,book=book2,cpy=cpy2
11/24/14,1117,book=book2,cpy=cpy3
11/24/14,1118,book=book3,cpy=cpy1
11/24/14,1119,book=book3,cpy=cpy2
11/24/14,1120,book=book3,cpy=cpy3
11/24/14,1121,book=book4,cpy=cpy1
11/24/14,1122,book=book4,cpy=cpy2
11/24/14,1123,book=book4,cpy=cpy3
11/24/14,1124,book=book1,cpy=cpy1
11/24/14,1125,book=book1,cpy=cpy2
11/24/14,1126,book=book1,cpy=cpy3
11/24/14,1127,book=book2,cpy=cpy1
11/24/14,1128,book=book2,cpy=cpy2
11/24/14,1129,book=book2,cpy=cpy3
11/24/14,1130,book=book3,cpy=cpy1
11/24/14,1131,book=book3,cpy=cpy2
11/24/14,1132,book=book3,cpy=cpy3
11/24/14,1133,book=book4,cpy=cpy1
11/24/14,1134,book=book4,cpy=cpy2
11/24/14,1135,book=book4,cpy=cpy3
11/24/14,1136,book=book1,cpy=cpy1
11/24/14,1137,book=book1,cpy=cpy2
11/24/14,1138,book=book1,cpy=cpy3
11/24/14,1139,book=book2,cpy=cpy1
11/24/14,1140,book=book2,cpy=cpy2
11/24/14,1141,book=book2,cpy=cpy3
11/24/14,1142,book=book3,cpy=cpy1
11/24/14,1143,book=book3,cpy=cpy2
11/24/14,1144,book=book3,cpy=cpy3
11/24/14,1145,book=book4,cpy=cpy1
11/24/14,1146,book=book4,cpy=cpy2
11/24/14,1147,book=book4,cpy=cpy3
11/24/14,1148,book=book1,cpy=cpy1
11/24/14,1149,book=book1,cpy=cpy2
11/24/14,1150,book=book1,cpy=cpy3
11/24/14,1151,book=book2,cpy=cpy1
11/24/14,1152,book=book2,cpy=cpy2
11/24/14,1153,book=book2,cpy=cpy3
11/24/14,1154,book=book3,cpy=cpy1
11/24/14,1155,book=book3,cpy=cpy2
11/24/14,1156,book=book3,cpy=cpy3
11/24/14,1157,book=book4,cpy=cpy1
11/24/14,1158,book=book4,cpy=cpy2
11/24/14,1159,book=book4,cpy=cpy3
11/24/14,1160,book=book1,cpy=cpy1
11/24/14,1161,book=book1,cpy=cpy2
11/24/14,1162,book=book1,cpy=cpy3
11/24/14,1163,book=book2,cpy=cpy1
11/24/14,1164,book=book2,cpy=cpy2
11/24/14,1165,book=book2,cpy=cpy3
11/24/14,1166,book=book3,cpy=cpy1
11/24/14,1167,book=book3,cpy=cpy2
11/24/14,1168,book=book3,cpy=cpy3
11/24/14,1169,book=book4,cpy=cpy1
11/24/14,1170,book=book4,cpy=cpy2
11/24/14,1171,book=book4,cpy=cpy3
11/24/14,1172,book=book1,cpy=cpy1
11/24/14,1173,book=book1,cpy=cpy2
11/24/14,1174,book=book1,cpy=cpy3
11/24/14,1175,book=book2,cpy=cpy1
11/24/14,1176,book=book2,cpy=cpy2
11/24/14,1177,book=book2,cpy=cpy3
11/24/14,1178,book=book3,cpy=cpy1
11/24/14,1179,book=book3,cpy=cpy2
11/24/14,1180,book=book3,cpy=cpy3
11/24/14,1181,book=book4,cpy=cpy1
11/24/14,1182,book=book4,cpy=cpy2
11/24/14,1183,book=book4,cpy=cpy3
11/24/14,1184,book=book1,cpy=cpy1
11/24/14,1185,book=book1,cpy=cpy2
11/24/14,1186,book=book1,cpy=cpy3
11/24/14,1187,book=book2,cpy=cpy1
11/24/14,1188,book=book2,cpy=cpy2
11/24/14,1189,book=book2,cpy=cpy3
11/24/14,1190,book=book3,cpy=cpy1
11/24/14,1191,book=book3,cpy=cpy2
11/24/14,1192,book=book3,cpy=cpy3
11/24/14,1193,book=book4,cpy=cpy1
11/24/14,1194,book=book4,cpy=cpy2
11/24/14,1195,book=book4,cpy=cpy3
11/24/14,1196,book=book1,cpy=cpy1
11/24/14,1197,book=book1,cpy=cpy2
11/24/14,1198,book=book1,cpy=cpy3
11/24/14,1199,book=book2,cpy=cpy1
11/24/14,1200,book=book1,cpy=cpy1
11/24/14,1201,book=book1,cpy=cpy2
11/24/14,1202,book=book1,cpy=cpy3
11/24/14,1203,book=book2,cpy=cpy1
11/24/14,1204,book=book2,cpy=cpy2
11/24/14,1205,book=book2,cpy=cpy3
11/24/14,1206,book=book3,cpy=cpy1
11/24/14,1207,book=book3,cpy=cpy2
11/24/14,1208,book=book3,cpy=cpy3
11/24/14,1209,book=book4,cpy=cpy1
11/24/14,1210,book=book4,cpy=cpy2
11/24/14,1211,book=book4,cpy=cpy3
11/24/14,1212,book=book1,cpy=cpy1
11/24/14,1213,book=book1,cpy=cpy2
11/24/14,1214,book=book1,cpy=cpy3
11/24/14,1215,book=book2,cpy=cpy1
11/24/14,1216,book=book2,cpy=cpy2
11/24/14,1217,book=book2,cpy=cpy3
11/24/14,1218,book=book3,cpy=cpy1
11/24/14,1219,book=book3,cpy=cpy2
11/24/14,1220,book=book3,cpy=cpy3
11/24/14,1221,book=book4,cpy=cpy1
11/24/14,1222,book=book4,cpy=cpy2
11/24/14,1223,book=book4,cpy=cpy3
11/24/14,1224,book=book1,cpy=cpy1
11/24/14,1225,book=book1,cpy=cpy2
11/24/14,1226,book=book1,cpy=cpy3
11/24/14,1227,book=book2,cpy=cpy1
11/24/14,1228,book=book2,cpy=cpy2
11/24/14,1229,book=book2,cpy=cpy3
11/24/14,1230,book=book3,cpy=cpy1
11/24/14,1231,book=book3,cpy=cpy2
11/24/14,1232,book=book3,cpy=cpy3
11/24/14,1233,book=book4,cpy=cpy1
11/24/14,1234,book=book4,cpy=cpy2
11/24/14,1235,book=book4,cpy=cpy3
11/24/14,1236,book=book1,cpy=cpy1
11/24/14,1237,book=book1,cpy=cpy2
11/24/14,1238,book=book1,cpy=cpy3
11/24/14,1239,book=book2,cpy=cpy1
11/24/14,1240,book=book2,cpy=cpy2
11/24/14,1241,book=book2,cpy=cpy3
11/24/14,1242,book=book3,cpy=cpy1
11/24/14,1243,book=book3,cpy=cpy2
11/24/14,1244,book=book3,cpy=cpy3
11/24/14,1245,book=book4,cpy=cpy1
11/24/14,1246,book=book4,cpy=cpy2
11/24/14,1247,book=book4,cpy=cpy3
11/24/14,1248,book=book1,cpy=cpy1
11/24/14,1249,book=book1,cpy=cpy2
11/24/14,1250,book=book1,cpy=cpy3
11/24/14,1251,book=book2,cpy=cpy1
11/24/14,1252,book=book2,cpy=cpy2
11/24/14,1253,book=book2,cpy=cpy3
11/24/14,1254,book=book3,cpy=cpy1
11/24/14,1255,book=book3,cpy=cpy2
11/24/14,1256,book=book3,cpy=cpy3
11/24/14,1257,book=book4,cpy=cpy1
11/24/14,1258,book=book4,cpy=cpy2
11/24/14,1259,book=book4,cpy=cpy3
11/24/14,1260,book=book1,cpy=cpy1
11/24/14,1261,book=book1,cpy=cpy2
11/24/14,1262,book=book1,cpy=cpy3
